SeriesInd,group,Var01,Var02,Var03,Var05,Var07
41364,S05,80.529999,33953000,78.370003,78.419998,80.440002
41365,S05,80.349998,17261100,79.370003,80.199997,79.790001
41366,S05,80.739998,19461300,79.650002,80.669998,79.790001
41369,S05,81.18,18295000,79.800003,80.879997,80.449997
41370,S05,81.639999,20122700,80.290001,80.629997,80.82
41371,S05,81.860001,19643400,80.349998,80.610001,81.080002
41372,S05,80.849998,18443600,79.550003,80.75,79.870003
41373,S05,81.75,21842300,80.339996,80.629997,81.339996
41376,S05,81.089996,17846500,79.209999,80.730003,80.050003
41377,S05,81.809998,21873600,80.139999,80.610001,80.529999
41378,S05,80.169998,23934400,78.660004,79.589996,79.440002
41379,S05,80.599998,17954200,79.779999,79.93,80.029999
41380,S05,80.910004,33465700,79.879997,80.739998,80.160004
41383,S05,80.459999,16048400,79.379997,80.239998,79.529999
41384,S05,82,21163300,80.610001,80.660004,82
41385,S05,83.339996,19160300,82,82.019997,83.120003
41386,S05,84.830002,19841300,83.300003,83.559998,84.290001
41387,S05,85.230003,10243800,84.209999,84.279999,85.220001
41391,S05,85.629997,10147100,84.949997,84.970001,85.279999
41392,S05,85.440002,12767500,84.010002,85.150002,84.18
41393,S05,85.330002,10865900,84.089996,84.089996,85.269997
41394,S05,85.290001,9768900,84.57,85.160004,84.760002
41398,S05,86.669998,20906800,85.900002,85.970001,86
41399,S05,86.150002,16130900,85.099998,85.790001,86.019997
41400,S05,85.949997,17452800,84.919998,85.639999,85.760002
41401,S05,86,15942100,85.110001,85.919998,85.120003
41404,S05,85.639999,11664200,84.970001,85,85.5
41405,S05,86.209999,13080800,85.379997,86.07,85.720001
41406,S05,85.400002,14831400,84.470001,85.099998,85.080002
41407,S05,84.919998,17357200,83.940002,84.389999,84.739998
41408,S05,84.919998,15551600,83.82,84.160004,84.879997
41412,S05,86.129997,15627900,85.400002,85.75,85.690002
41413,S05,86.5,16754200,84.959999,85.300003,86.449997
41414,S05,87.239998,16383500,85.769997,86.339996,87.029999
41415,S05,87.489998,19220300,86.720001,87.080002,87.489998
41418,S05,87.940002,15348400,87.029999,87.5,87.470001
41419,S05,87.220001,12363800,86.660004,87.080002,87.18
41420,S05,87.379997,18202300,85.809998,86.769997,87.220001
41421,S05,87.709999,15658200,86.510002,87.639999,86.769997
41422,S05,86.5,15976700,85.769997,86.239998,85.830002
41425,S05,85.5,17867000,84.589996,85.269997,85.489998
41426,S05,85.339996,27225800,83.459999,84.919998,83.739998
41427,S05,84.559998,22266100,83.379997,84.230003,83.970001
41428,S05,84.339996,18020500,83.190002,84.279999,83.529999
41429,S05,85,16145400,84.050003,84.239998,84.919998
41432,S05,85.849998,15000900,84.489998,84.870003,85.75
41433,S05,86.440002,15818400,84.940002,85.220001,86.339996
41434,S05,86.220001,14762600,84.730003,85.830002,85.32
41435,S05,85.690002,17073400,84.669998,85.330002,84.879997
41436,S05,84.099998,15328900,83.349998,84.019997,83.800003
41439,S05,84.599998,11473700,83.889999,84.339996,84.419998
41440,S05,84.709999,12961900,83.849998,84.419998,84.669998
41441,S05,84.919998,13911600,83.910004,84.860001,84.120003
41442,S05,85.620003,14769600,84.080002,84.449997,85.410004
41443,S05,86.120003,16597200,84.919998,86.07,85.620003
41447,S05,86.779999,15481300,86.040001,86.040001,86.57
41448,S05,87.25,11983200,86.650002,86.839996,86.919998
41449,S05,87.169998,12404600,86.470001,86.580002,87.019997
41450,S05,87.470001,10767100,87.010002,87.370003,87.339996
41453,S05,87.830002,13323500,86.779999,87.150002,87.230003
41454,S05,87.440002,14317600,86.550003,87.230003,87.139999
41455,S05,87.489998,18293200,86.209999,87.449997,86.5
41456,S05,87.18,12638500,86.410004,86.470001,86.830002
41457,S05,86.75,11343400,85.849998,86.660004,86.330002
41460,S05,87.089996,12803100,85.910004,86.169998,87.010002
41461,S05,86.480003,16507900,85.419998,86.239998,85.860001
41462,S05,86.120003,14767700,85.190002,86.010002,85.830002
41463,S05,85.470001,19032000,84.629997,85,84.830002
41464,S05,85.129997,17042500,84.050003,85.059998,84.300003
41467,S05,85.75,19014000,84.129997,84.5,85.550003
41468,S05,86.93,16853300,85.610001,85.889999,86.860001
41469,S05,86.830002,16187300,85.739998,86.589996,86.019997
41470,S05,86.199997,14523600,85.25,85.889999,86.089996
41471,S05,86.889999,30991300,85.919998,86.199997,86.440002
41474,S05,87.18,10770400,86.029999,86.080002,86.989998
41475,S05,87.099998,13613800,86.32,86.459999,86.599998
41476,S05,86.589996,14212400,85.769997,86.589996,86.010002
41477,S05,85.940002,13884400,85.099998,85.480003,85.330002
41478,S05,85.980003,12557700,85.019997,85.360001,85.550003
41481,S05,87.25,17336800,86.07,86.18,87.029999
41482,S05,87.25,12509200,86.540001,87.139999,86.620003
41483,S05,86.480003,16155300,85.139999,86.360001,85.860001
41484,S05,86.129997,13199700,84.910004,85.32,86.080002
41485,S05,86.760002,12968300,86.089996,86.480003,86.730003
41488,S05,87.669998,13853300,86.309998,86.599998,87.07
41489,S05,86.779999,17714900,85,86.75,85.830002
41490,S05,85.360001,17112800,84.489998,85.300003,84.980003
41491,S05,85.379997,11954700,84.349998,84.559998,84.82
41495,S05,84.360001,11027000,83.68,83.980003,83.879997
41496,S05,83.75,19993700,81.879997,83.75,82.169998
41497,S05,83.349998,15856200,82.150002,83.110001,82.699997
41498,S05,83.730003,15266200,82.360001,82.650002,83.599998
41499,S05,83.690002,13856500,82.860001,82.970001,82.949997
41502,S05,84.389999,17526100,83.129997,83.239998,84.010002
41503,S05,85.599998,14208000,84.57,84.650002,85.449997
41504,S05,86.050003,12997500,85.019997,85.059998,85.75
41505,S05,85.919998,15973800,84.980003,85.510002,85.279999
41506,S05,85.919998,17216600,85.029999,85.550003,85.300003
41509,S05,85.93,15197200,84.389999,84.529999,85.690002
41510,S05,86.389999,11632500,85.639999,85.639999,86.309998
41511,S05,87.18,18476800,85.720001,86.650002,86.849998
41512,S05,86.199997,17262400,85.150002,85.279999,86.07
41513,S05,86.690002,11372900,85.959999,86.5,86.080002
41516,S05,86.800003,11735400,85.870003,85.959999,86.339996
41517,S05,87.519997,13816900,86.129997,86.459999,87.040001
41518,S05,86.650002,11108700,85.830002,86.559998,86.199997
41519,S05,86.389999,9998600,85.309998,86.360001,85.650002
41520,S05,85.309998,15055500,84.400002,85.110001,84.57
41523,S05,84.790001,12018100,84.099998,84.290001,84.480003
41524,S05,84.260002,19602400,82.919998,83.75,84.019997
41525,S05,84.07,17424000,82.879997,83.040001,83.309998
41526,S05,83.589996,13234600,82.550003,83.370003,82.839996
41527,S05,83.790001,12061700,82.540001,82.690002,83.099998
41530,S05,82.459999,12675900,81.959999,82.269997,82.120003
41531,S05,82.730003,15757400,81.529999,82,81.790001
41532,S05,83.150002,15034500,81.790001,81.959999,82.169998
41533,S05,82.610001,17698200,81.68,82.150002,81.910004
41534,S05,82.720001,21747200,81.029999,82.370003,81.470001
41537,S05,82.129997,13730400,81.07,81.419998,82.040001
41538,S05,82.839996,13790000,81.519997,82.139999,81.949997
41539,S05,82.080002,17582200,79.959999,81.790001,82.040001
41540,S05,82.779999,14113600,81.709999,82.290001,82.610001
41541,S05,82.959999,12756500,81.68,82.860001,82.080002
41545,S05,82.639999,15931100,81.32,82.639999,81.93
41546,S05,81.379997,19593100,79.589996,81.080002,79.790001
41547,S05,80.139999,38954600,78.410004,79.879997,78.629997
41548,S05,78.559998,22870900,77.470001,77.870003,77.919998
41551,S05,78.25,17711200,77.199997,78.089996,77.830002
41552,S05,78.290001,17715600,77.129997,77.589996,77.599998
41553,S05,80.239998,23880900,78.080002,78.370003,80.18
41554,S05,81.230003,18409400,80.349998,80.980003,80.690002
41555,S05,80.919998,18150000,79.459999,80.080002,80.839996
41558,S05,81.849998,18031800,80.169998,81.620003,80.269997
41559,S05,81.510002,14162100,80.620003,80.739998,81.260002
41560,S05,81.639999,15098100,80.279999,80.940002,80.629997
41561,S05,82.5,16942300,80.730003,80.860001,82.129997
41562,S05,83.449997,27342800,82.220001,82.57,83.220001
41565,S05,83.18,13885100,82.349998,82.510002,83.110001
41566,S05,84.629997,21053300,83.309998,83.730003,84.480003
41567,S05,85.389999,23274300,84.059998,84.400002,84.970001
41568,S05,85.370003,33751900,82.050003,85.040001,82.110001
41569,S05,83.220001,84747800,82.110001,82.68,82.110001
41572,S05,81.43,28761600,79.779999,81.220001,81.239998
41573,S05,82.970001,22853700,81.209999,81.510002,82.400002
41574,S05,83.660004,15301400,82.709999,82.809998,83.199997
41575,S05,83.459999,19140300,82.019997,82.660004,83.099998
41576,S05,85.699997,24906300,84.459999,84.779999,85.57
41579,S05,85.470001,14447800,84.540001,85.440002,85.339996
41580,S05,86.279999,9787700,85.620003,85.690002,86.279999
41582,S05,86.040001,10797100,85.150002,85.330002,85.57
41583,S05,85.040001,13259400,84.199997,84.260002,84.800003
41586,S05,84.550003,22361600,83.019997,84.519997,83.650002
41587,S05,84.389999,14106100,82.830002,84.080002,83.110001
41588,S05,84.68,18337600,83.239998,83.480003,84.379997
41589,S05,84.550003,15566400,83.32,83.410004,84.120003
41590,S05,85.57,13642000,84.260002,84.449997,85.470001
41593,S05,85.419998,11269200,84.660004,84.830002,85.050003
41594,S05,85.82,14059400,84.099998,85.18,85.730003
41595,S05,86.220001,14203500,85.07,85.339996,86.209999
41596,S05,86.379997,14902300,85.620003,86.019997,86.209999
41597,S05,86.150002,16838300,85.269997,85.870003,85.949997
41600,S05,85.459999,13597800,84.330002,84.800003,85.209999
41601,S05,85.260002,13948300,83.5,85.209999,84.580002
41602,S05,85.550003,16566000,84.660004,85.139999,85.239998
41603,S05,86.699997,19149300,85.260002,85.559998,86.519997
41604,S05,87.849998,24079300,85.5,86.589996,87.449997
41607,S05,87.830002,11183500,87.080002,87.279999,87.559998
41608,S05,87.660004,12212200,86.790001,87.370003,86.849998
41609,S05,87.449997,14312300,86.18,87.019997,86.910004
41610,S05,86.75,14530100,85.5,86.099998,85.879997
41611,S05,87.889999,13982500,86.800003,87.07,87.550003
41614,S05,87.879997,9626400,87.370003,87.550003,87.449997
41615,S05,88,12399800,87.68,87.879997,87.919998
41616,S05,88.5,12864500,87.68,87.75,88.279999
41617,S05,88.480003,12213700,87.510002,87.839996,88.199997
41618,S05,88.489998,11149000,87.150002,87.669998,88.440002
41621,S05,88.239998,8716300,87.769997,88.099998,88.139999
41622,S05,88.639999,8675700,87.900002,88.169998,88.199997
41623,S05,88.669998,8510100,87.910004,88.190002,88
41624,S05,88.870003,11311300,87.959999,88.190002,88.669998
41625,S05,88.910004,11177700,88.160004,88.889999,88.400002
41628,S05,88.220001,8813700,87.629997,88.07,87.949997
41629,S05,88.410004,10767100,87.260002,88.139999,87.459999
41630,S05,87.910004,10160400,87.019997,87.199997,87.730003
41631,S05,87.790001,9666300,86.980003,87.790001,87.309998
41632,S05,88.300003,9762300,86.93,87.160004,88.050003
41635,S05,88.199997,8252100,87.610001,88.07,87.739998
41636,S05,88.400002,9646800,87.419998,87.57,88.099998
41637,S05,88.190002,8377300,87.739998,88.07,87.900002
41638,S05,87.730003,8915800,87.019997,87.379997,87.199997
41639,S05,87.849998,14178800,87.139999,87.610001,87.300003
41643,S05,87.459999,10602900,86.519997,87.330002,87.120003
41644,S05,87.650002,10113100,87.059998,87.519997,87.330002
41645,S05,89.25,15713500,87.849998,87.889999,88.989998
41646,S05,90,15623900,89.269997,89.269997,89.919998
41649,S05,90,10750700,89.400002,89.82,89.480003
41650,S05,89.949997,9349400,89.550003,89.75,89.620003
41651,S05,89.900002,9982900,89.410004,89.629997,89.550003
41652,S05,91.559998,19870900,89.43,89.709999,91.230003
41653,S05,92.400002,21388800,91.25,91.5,92.300003
41656,S05,92.5,11893700,91.550003,91.919998,91.910004
41657,S05,92.220001,10950100,91.400002,91.43,91.650002
41658,S05,91.75,16302100,90.57,91.480003,90.57
41659,S05,91.690002,12238400,90.089996,90.139999,91.519997
41660,S05,92.230003,19599100,91.639999,92.029999,91.919998
41663,S05,92.209999,11023700,91.300003,91.309998,91.879997
41664,S05,92.57,14035800,91.540001,92.110001,91.739998
41665,S05,92.040001,11616500,91.099998,91.720001,91.230003
41666,S05,92.25,10632700,91.190002,91.830002,91.800003
41667,S05,91.650002,12507600,90.93,91.480003,91.449997
41670,S05,92.5,10343500,91.599998,91.790001,91.800003
41671,S05,92.18,9507800,91.279999,92.120003,91.720001
41672,S05,91.809998,10328100,91.169998,91.650002,91.699997
41673,S05,92.540001,11507100,91.910004,92.080002,92.220001
41674,S05,93,9890100,92.230003,92.589996,92.550003
41677,S05,92.870003,8765200,92.040001,92.150002,92.68
41678,S05,93.360001,13799200,92.110001,92.830002,92.129997
41679,S05,92.019997,15332500,90.669998,91.800003,91.029999
41680,S05,91.879997,9789900,91.169998,91.57,91.169998
41681,S05,91.720001,9943700,90.510002,91.510002,91.029999
41684,S05,91.690002,10651100,90.540001,91.349998,91.510002
41685,S05,92.480003,9069300,91.800003,91.889999,92.379997
41686,S05,93.540001,10759100,92.610001,92.620003,93.389999
41687,S05,93.57,11815500,92.970001,92.970001,93.480003
41688,S05,93.669998,15928100,91.75,93.57,92.150002
41691,S05,92.260002,11445400,91.080002,91.669998,92.190002
41692,S05,91.379997,14085500,90.010002,91.129997,90.18
41693,S05,90.620003,11332500,89.769997,90.459999,89.879997
41694,S05,90.800003,10387200,89.68,90.629997,90.43
41695,S05,91.07,11583000,90.010002,90.559998,90.620003
41700,S05,91.410004,14848500,90.110001,91.029999,91.169998
41701,S05,91.669998,15771900,90.199997,90.25,91.599998
41702,S05,91.940002,12742400,90.059998,91.760002,90.269997
41705,S05,90.809998,11222600,89.699997,90.040001,90.629997
41706,S05,92.050003,12026500,90.730003,90.860001,91.610001
41707,S05,90.239998,19423500,87.699997,90.239998,88.18
41708,S05,88.43,13743000,87.029999,88.269997,87.07
41709,S05,87.949997,13407000,86.610001,86.610001,87.209999
41712,S05,87.690002,9004300,86.949997,87.269997,87.32
41713,S05,87.989998,12260300,86.440002,86.75,86.470001
41714,S05,87.110001,14524100,85.879997,86.75,86.07
41715,S05,86.559998,13783600,85.370003,86.089996,86.139999
41716,S05,86.709999,17405200,85.059998,86.139999,86.449997
41719,S05,88.199997,12911000,87.089996,87.400002,87.669998
41720,S05,87.879997,10288100,86.769997,87.510002,87.5
41721,S05,88.019997,13905300,87.480003,87.809998,88.010002
41723,S05,89.089996,11931000,88.010002,88.25,89.089996
41726,S05,88.629997,16423600,88.029999,88.32,88.620003
41727,S05,88.540001,11841600,87.239998,88.400002,87.349998
41728,S05,88.190002,15959900,86.279999,86.529999,88.099998
41729,S05,88.690002,11579100,87.629997,88.370003,88.120003
41730,S05,88.400002,15522100,87.82,88.07,88.139999
41733,S05,88.580002,10937300,87.470001,88.550003,87.610001
41734,S05,87.970001,11980000,87.190002,87.379997,87.190002
41735,S05,88.269997,12717800,87.099998,87.269997,87.730003
41736,S05,88.059998,12077000,87.239998,87.760002,88
41737,S05,88.639999,10603100,87.769997,88.169998,88.599998
41740,S05,88.949997,11549400,88.239998,88.580002,88.410004
41741,S05,89.489998,12634600,88.400002,88.610001,88.989998
41742,S05,90.370003,14729500,88.910004,89.089996,89.449997
41743,S05,89.449997,12290300,88.269997,89.160004,88.580002
41744,S05,88.449997,13363600,87.919998,88,88.080002
41747,S05,88.940002,15672500,88.099998,88.360001,88.870003
41748,S05,89.739998,15396600,88.559998,88.75,89.559998
41749,S05,89.610001,15092500,88.379997,89.540001,88.440002
41750,S05,88.940002,15789000,87.980003,88.379997,88.889999
41751,S05,88.599998,33057000,87.010002,87.660004,87.230003
41754,S05,87.32,6385200,86.800003,87.129997,86.919998
41756,S05,87.68,10737800,86.57,87.209999,87.07
41757,S05,87.239998,14258500,85.75,87.050003,86.860001
41758,S05,86.290001,13358700,85.07,86.099998,85.099998
41761,S05,86.660004,19810800,84.699997,85.040001,86.550003
41763,S05,88.720001,16143700,87.239998,87.790001,88.709999
41764,S05,88.889999,13268200,88.160004,88.459999,88.550003
41765,S05,89.089996,11427900,88.370003,88.5,88.959999
41768,S05,88.489998,11799800,87.57,88.309998,87.93
41769,S05,88.480003,14226400,87.290001,87.82,88.480003
41770,S05,88.540001,10892200,87.75,88.400002,88.139999
41771,S05,89.480003,13099600,88.370003,88.75,89.099998
41772,S05,89.709999,11645600,88.860001,88.970001,89.610001
41775,S05,89.75,9606700,89.32,89.459999,89.580002
41776,S05,89.610001,9195400,89,89.18,89.529999
41777,S05,89.480003,9645000,89.07,89.160004,89.470001
41778,S05,90.940002,13400300,89.599998,89.760002,90.199997
41779,S05,90.830002,17196000,89.830002,90.089996,90.800003
41783,S05,90.940002,11897500,90.209999,90.269997,90.919998
41784,S05,90.879997,10906800,90.419998,90.5,90.699997
41785,S05,91.720001,11100000,90.75,90.879997,91.349998
41786,S05,91.800003,11090600,91.129997,91.57,91.730003
41789,S05,91.669998,11617500,90.769997,91.669998,91.110001
41790,S05,91.93,11700600,91.199997,91.209999,91.760002
41791,S05,91.720001,15645400,90.379997,91.169998,90.669998
41792,S05,91.209999,15991500,89.739998,90.690002,89.970001
41793,S05,90.5,15699200,89.360001,90.440002,90.040001
41796,S05,89.620003,13347300,88.839996,89.410004,89.150002
41797,S05,90.190002,11679700,89.419998,89.879997,89.739998
41798,S05,89.889999,11768700,89.160004,89.370003,89.790001
41799,S05,89.220001,13463300,87.610001,89.209999,88.25
41800,S05,88.800003,11412300,88.110001,88.5,88.610001
41803,S05,88.510002,8764700,87.970001,88.349998,88.279999
41804,S05,88.620003,9752100,87.919998,88.25,88.459999
41805,S05,88.769997,8940300,88.239998,88.459999,88.669998
41806,S05,88.809998,13238900,88.059998,88.339996,88.519997
41807,S05,88.610001,15696900,87.800003,88.57,88.360001
41811,S05,89.410004,12158900,88.379997,88.540001,89.32
41812,S05,89.82,13936400,88.900002,89.139999,88.970001
41813,S05,89.019997,10939800,88.360001,88.790001,88.589996
41814,S05,89.279999,10260200,88.400002,89.019997,89.199997
41817,S05,90.190002,15302900,87.699997,89.879997,87.699997
41818,S05,88.980003,15073200,87.760002,88.5,88.510002
41819,S05,89.650002,11195200,88.309998,88.5,89.529999
41820,S05,89.809998,14552000,89.029999,89.669998,89.550003
41821,S05,,,,,
41824,S05,89.25,10994000,88.459999,89.129997,88.949997
41825,S05,90.150002,13072600,89.290001,89.480003,89.610001
41826,S05,89.949997,13234400,89.050003,89.599998,89.559998
41827,S05,89.760002,12905300,88.68,89.629997,88.709999
41828,S05,89.230003,11896300,88.349998,89.010002,88.970001
41831,S05,89.550003,12454800,88.540001,89.010002,89.160004
41832,S05,89.910004,11470000,89.010002,89.449997,89.160004
41833,S05,89.5,10539900,88.830002,89.019997,89.260002
41834,S05,89.910004,13775500,89.410004,89.410004,89.830002
41835,S05,89.610001,29240100,88.790001,89.199997,89.370003
41838,S05,89.389999,11553700,88.550003,88.739998,88.769997
41839,S05,89.089996,11987900,88.019997,88.889999,88.580002
41840,S05,89.209999,11319000,88.300003,88.949997,88.629997
41841,S05,88.639999,13447500,87.900002,88.120003,88.169998
41842,S05,89.290001,10786600,88.32,88.400002,89.290001
41845,S05,89.900002,12900800,88.660004,89.5,89.019997
41846,S05,90.300003,12329600,89.360001,89.410004,90.129997
41847,S05,90.739998,12350800,89.470001,89.559998,90.580002
41848,S05,90.980003,17485200,89.989998,90.639999,90.110001
41852,S05,90.989998,9414200,89.980003,90.129997,90.769997
41853,S05,90.919998,9991800,90.279999,90.589996,90.580002
41854,S05,90.830002,12197100,89.860001,90.650002,89.93
41855,S05,90.330002,11582000,89.220001,90.099998,89.769997
41856,S05,89.209999,12771600,88.400002,88.610001,89.010002
41859,S05,89.110001,11013900,88.150002,89.110001,88.599998
41860,S05,89.339996,10753400,88.589996,88.690002,88.769997
41861,S05,89.160004,14823700,88.199997,88.449997,88.68
41862,S05,89.269997,14979900,88.230003,88.949997,89.220001
41863,S05,89.190002,11505100,88.410004,88.879997,88.989998
41866,S05,88.669998,19626200,86.269997,88.290001,86.489998
41867,S05,87.230003,14578800,86.089996,87.190002,86.610001
41868,S05,86.379997,17341200,85.019997,86.209999,86.080002
41869,S05,87.080002,14730400,85.779999,86.279999,86.620003
41870,S05,87.489998,18393300,86.43,87.269997,87.449997
41873,S05,88.32,11262000,87.290001,87.610001,88.089996
41874,S05,89.489998,15567700,87.940002,88.389999,89.300003
41875,S05,89.889999,13028800,89.349998,89.449997,89.43
41876,S05,88.900002,16328700,87.650002,88.889999,88.07
41877,S05,88.279999,10791800,87.599998,87.809998,88
41880,S05,88.830002,11093000,88.010002,88.260002,88.209999
41881,S05,88.989998,14572600,87.760002,88.260002,88.989998
41882,S05,88.839996,11616500,87.480003,88.519997,87.510002
41883,S05,88.839996,11330100,87.739998,87.980003,88.629997
41884,S05,90.190002,13036600,88.919998,89,90.019997
41887,S05,90.879997,10613400,89.93,90.25,90.580002
41888,S05,91.150002,11088900,90.139999,90.620003,91.150002
41889,S05,91.849998,13638300,91.029999,91.050003,91.699997
41890,S05,91.559998,13771900,90.690002,91.139999,91.029999
41891,S05,90.949997,10975400,89.790001,90.870003,90.139999
41894,S05,90.139999,9810100,89.43,89.800003,90.099998
41895,S05,91.190002,9890300,90.019997,90.150002,91.110001
41896,S05,91.32,10399400,90.410004,90.639999,91.239998
41897,S05,91.290001,10469600,90.5,90.800003,90.699997
41898,S05,91.879997,12721300,90.529999,91.07,91.760002
41901,S05,92.690002,12417700,91.459999,91.610001,92.519997
41902,S05,93.43,12519900,92.379997,92.669998,92.800003
41903,S05,93.5,19253300,91.809998,92.830002,92.190002
41904,S05,92.360001,15357300,91.360001,91.559998,91.790001
41905,S05,91.769997,12771900,91,91.379997,91.529999
41909,S05,93.18,15197800,91.760002,92.940002,92.379997
41910,S05,92.419998,11563200,91.589996,91.760002,92.080002
41911,S05,92.68,9734700,91.599998,91.970001,92.089996
41912,S05,92.370003,17917400,90.459999,91.949997,90.470001
41915,S05,91.510002,14177500,90.480003,90.529999,91.459999
41916,S05,91.489998,12481300,90.220001,91.18,90.790001
41917,S05,91.120003,12888000,89.610001,90.68,89.650002
41918,S05,90.230003,15393300,89,89.449997,90.230003
41919,S05,91.5,12504700,90.489998,90.889999,91.449997
41922,S05,91.940002,10372300,90.870003,91.93,91.120003
41923,S05,91.040001,10739400,90.230003,90.379997,90.459999
41924,S05,91.32,10864500,89.589996,91.129997,89.739998
41925,S05,91.709999,13501300,89.610001,89.629997,91.330002
41926,S05,91.300003,12158400,90.290001,91.160004,90.580002
41929,S05,91.769997,12026400,90.769997,90.970001,91.510002
41930,S05,92.059998,10678200,91.260002,91.360001,91.93
41931,S05,92.269997,14189500,91,91.790001,91
41932,S05,90.519997,21077700,88.790001,90.239998,89.050003
41933,S05,90.139999,25493800,88.849998,89.760002,89.480003
41936,S05,89.5,17653000,88.019997,88.949997,88.480003
41937,S05,89.620003,15790100,88.480003,89.580002,89.110001
41938,S05,89.970001,14446000,88.730003,89.419998,89.800003
41939,S05,90.669998,12348000,90.029999,90.239998,90.040001
41940,S05,90.75,22984200,89.559998,89.849998,90.349998
41943,S05,91.129997,13182200,89.959999,90.389999,90.300003
41944,S05,91.099998,12320700,90.120003,90.370003,90.639999
41945,S05,90.870003,5674000,90.139999,90.629997,90.690002
41947,S05,91.610001,8917900,90.57,91.099998,91.57
41950,S05,92.529999,12086700,91.900002,91.959999,92.25
41951,S05,93.440002,12940000,92.25,92.639999,93.339996
41952,S05,93.389999,12430000,92.379997,93.279999,92.82
41953,S05,93.809998,16184700,93.040001,93.800003,93.269997
41954,S05,93.449997,11370300,92.720001,93.25,93.400002
41957,S05,93.5,8256200,93.089996,93.190002,93.25
41958,S05,93.470001,11413500,92.769997,93.190002,93.300003
41959,S05,93.739998,9393300,93.139999,93.559998,93.459999
41960,S05,94.839996,10555400,93.709999,93.800003,94.379997
41961,S05,95.25,14431700,94.410004,94.690002,95.169998
41964,S05,95.199997,9530400,94.779999,94.870003,94.830002
41965,S05,95.489998,7377400,94.839996,94.860001,95.199997
41966,S05,95.309998,8222800,94.419998,95.309998,94.989998
41967,S05,95.309998,10059800,94.419998,94.690002,94.970001
41968,S05,94.860001,9721000,93.839996,94.769997,94.790001
41971,S05,94.519997,8844700,93.610001,94.510002,94.029999
41972,S05,94.330002,10470700,93.459999,94.220001,93.809998
41973,S05,94.599998,14400800,93.379997,93.93,93.75
41974,S05,93.099998,23117700,91.25,92.690002,92.730003
41975,S05,92.529999,14408600,91.339996,92.459999,91.949997
41978,S05,91.760002,12625900,91.010002,91.419998,91.589996
41979,S05,91.910004,11689200,91.279999,91.330002,91.470001
41980,S05,91.550003,8163800,91.129997,91.18,91.339996
41981,S05,91.970001,11529500,91.279999,91.93,91.779999
41982,S05,91.360001,9467800,90.43,91.199997,90.720001
41985,S05,90.43,10133700,89.690002,90.43,89.889999
41986,S05,89.919998,10892700,89.139999,89.849998,89.400002
41987,S05,89.480003,9797300,88.900002,89.339996,88.949997
41988,S05,88.870003,11273400,88.059998,88.660004,88.160004
41989,S05,88.489998,11872500,87.650002,88.010002,87.910004
41992,S05,87.870003,11745600,86.779999,87.82,86.919998
41993,S05,87.870003,16498800,86.830002,87.129997,86.830002
41994,S05,87.349998,12766900,86.389999,86.949997,86.419998
41995,S05,87.419998,10199900,86.449997,86.580002,86.980003
41996,S05,87.690002,9206400,86.760002,87.150002,87.519997
41999,S05,87.699997,10654700,86.82,87.5,87.089996
42000,S05,87.489998,13960200,86.580002,86.620003,86.82
42001,S05,88.989998,17738800,87.279999,87.279999,88.839996
42002,S05,88.629997,11407800,87.230003,88.629997,87.269997
42003,S05,87.550003,12480400,86.790001,87.389999,87.160004
42007,S05,88,10546700,86.830002,87.699997,87.150002
42008,S05,87.980003,9822300,86.900002,87.010002,87.760002
42009,S05,88.300003,11740100,87.330002,88.059998,87.349998
42010,S05,87.730003,12950600,86.800003,87.489998,87.25
42013,S05,88.190002,9297000,87.309998,87.339996,88.040001
42014,S05,88.400002,11823100,87.279999,88.400002,87.82
42015,S05,88.849998,11201200,87.879997,87.879997,88.839996
42016,S05,88.800003,10917200,87.860001,88.589996,87.980003
42017,S05,88.879997,8254200,88.150002,88.150002,88.400002
42020,S05,89.18,9421300,88.489998,88.879997,88.669998
42021,S05,89.349998,8941200,88.650002,88.709999,88.940002
42022,S05,89.870003,15134700,88.370003,88.910004,89.580002
42023,S05,89.739998,11757500,88.980003,89.639999,89.279999
42024,S05,89.75,20651100,88.589996,89.529999,88.660004
42027,S05,88.910004,12227700,87.639999,88.290001,87.75
42028,S05,88.07,12129200,87.279999,87.589996,87.360001
42029,S05,87.599998,13577400,86.93,87.589996,87.139999
42030,S05,87.449997,9787100,86.809998,87.400002,87.07
42031,S05,87.010002,10867100,86.610001,86.849998,86.900002
42034,S05,86.699997,17486100,85.610001,86.059998,86.040001
42035,S05,86.339996,11885100,85.779999,85.989998,86
42036,S05,86.110001,11841400,85.279999,85.75,86.080002
42037,S05,86.050003,13923400,85.339996,86.040001,85.5
42038,S05,86.419998,11325500,85.68,86.309998,86.32
42041,S05,86.290001,10985800,85.269997,85.57,85.900002
42042,S05,85.949997,15335700,85.470001,85.860001,85.510002
42043,S05,85.589996,13575100,84.830002,85.349998,85.160004
42044,S05,86.040001,17532400,84.790001,85.519997,86.040001
42045,S05,86.949997,12661800,85.5,85.900002,86.949997
42048,S05,87.739998,9742100,86.510002,86.510002,87.599998
42049,S05,87.580002,12018000,86.639999,87.470001,86.790001
42050,S05,87.860001,11668100,86.720001,87.480003,87.309998
42051,S05,87.5,10438200,87.010002,87.129997,87.480003
42052,S05,87.739998,12425100,87.300003,87.690002,87.550003
42055,S05,87.650002,10730900,86.839996,87.5,87.230003
42056,S05,88.150002,12710600,87.129997,87.290001,87.980003
